Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2019-07-20,Lunch,337.2,5.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,37.2,5.0,20.1,32.8,0.0,0.0,0.0,0.0,
2019-07-20,Dinner,415.4,20.3,5.0,2.2,11.0,0.0,0.0,468.0,176.7,12.2,5.5,8.5,43.8,60.1,190.2,9.2,8.6,
2019-07-20,Snacks,276.4,4.8,0.8,0.3,0.0,0.0,0.0,472.9,415.7,31.1,1.4,13.5,2.9,0.0,1.0,23.7,12.6,
2019-07-21,Breakfast,437.4,24.3,8.5,2.6,3.9,0.0,0.0,112.0,345.0,33.0,0.7,13.6,18.6,101.0,1668.0,8.9,2.2,
2019-07-22,Breakfast,285.2,12.9,5.4,0.4,0.6,0.0,330.0,428.4,563.0,9.9,1.7,1.9,32.0,108.0,1668.0,4.6,25.2,
2019-07-22,Lunch,490.7,9.9,2.5,1.0,1.6,0.0,124.0,845.2,841.1,38.4,7.9,5.6,63.7,64.1,137.9,25.5,22.5,
2019-07-22,Dinner,396.8,16.2,4.9,0.9,7.9,0.0,0.0,618.5,30.2,9.8,3.5,8.0,51.4,39.0,111.6,21.9,8.5,
2019-07-22,Snacks,507.1,10.8,2.5,1.7,2.6,0.0,0.0,221.5,569.2,66.9,8.5,40.4,36.1,1.0,9.0,24.7,13.6,
2019-07-23,Breakfast,464.4,20.6,7.8,0.6,2.4,0.0,0.0,112.0,345.0,48.0,3.2,20.1,19.5,101.0,1669.0,8.9,2.2,
2019-07-23,Lunch,365.6,10.4,3.4,0.3,2.9,0.0,0.0,513.2,30.2,31.0,1.8,6.9,36.4,0.0,1.8,11.7,0.1,
2019-07-23,Dinner,526.1,22.9,10.0,2.0,8.4,0.0,0.0,523.1,630.5,33.1,8.8,21.3,48.9,37.5,291.7,44.8,4.3,
2019-07-23,Snacks,504.1,10.6,2.5,1.7,2.6,0.0,0.0,221.5,421.2,61.5,7.9,39.7,37.5,0.0,109.0,23.7,12.6,
2019-07-24,Breakfast,467.2,24.4,13.7,0.7,0.7,0.0,330.0,546.4,563.0,21.7,7.7,3.9,37.4,108.0,1668.0,4.6,25.2,
2019-07-24,Lunch,554.2,21.8,7.9,1.8,7.0,0.0,26.5,1385.6,78.4,52.9,5.4,6.7,35.9,48.8,165.9,3.8,9.2,
2019-07-24,Dinner,417.8,8.8,4.5,0.0,1.2,0.0,0.0,420.0,0.0,34.3,3.9,18.9,47.9,0.0,108.0,0.0,0.0,
2019-07-24,Snacks,398.3,6.6,1.5,0.5,0.2,0.0,0.0,42.0,493.0,60.1,7.8,16.7,28.5,1.0,9.0,1.6,3.2,
2019-07-25,Breakfast,618.8,24.0,7.9,0.7,2.5,0.0,0.0,172.0,345.0,73.8,6.3,25.6,24.0,101.0,1669.0,17.9,2.2,
2019-07-25,Lunch,365.6,10.4,3.4,0.3,2.9,0.0,0.0,513.2,30.2,31.0,1.8,6.9,36.4,0.0,1.8,11.7,0.1,
2019-07-25,Dinner,416.3,13.3,7.1,0.2,2.3,0.0,0.0,351.4,0.0,31.2,7.4,7.6,44.5,0.0,0.0,0.0,0.0,
2019-07-25,Snacks,325.0,8.0,4.3,0.0,0.0,0.2,17.9,72.4,148.0,40.7,3.3,24.3,28.6,1.0,8.0,1.0,1.0,
2019-07-26,Breakfast,513.2,25.8,13.8,0.7,0.7,0.0,330.0,661.4,563.0,31.7,7.8,13.9,37.9,108.0,1668.0,21.9,25.2,
2019-07-26,Lunch,475.8,16.7,4.0,1.5,3.6,0.0,0.0,433.2,145.5,39.5,6.6,6.6,38.7,6.8,124.4,4.0,2.1,
2019-07-26,Dinner,418.5,24.0,11.5,0.6,5.0,0.0,0.0,40.5,0.0,9.1,3.3,5.8,41.0,45.5,128.1,11.9,9.8,
2019-07-26,Snacks,550.9,9.7,2.0,0.5,0.2,0.0,0.0,472.9,563.7,91.2,9.2,30.2,31.0,1.0,9.0,24.7,13.6,
2019-07-27,Breakfast,401.1,14.1,5.7,0.7,0.7,0.0,330.0,546.4,563.0,20.7,7.7,4.7,44.9,108.0,1668.0,4.6,25.2,
2019-07-27,Lunch,491.2,17.5,5.1,1.8,7.0,0.0,26.5,1385.6,78.4,52.4,5.4,6.7,30.4,48.8,165.9,3.8,9.2,
2019-07-27,Dinner,636.5,27.4,4.6,2.2,8.3,0.0,0.0,65.1,9.2,30.4,7.8,10.7,44.7,45.5,134.7,11.9,9.8,
2019-07-27,Snacks,473.9,9.0,1.7,0.2,0.2,0.0,0.0,430.9,70.7,72.2,5.9,15.9,30.2,0.0,0.0,23.1,10.4,
2019-07-28,Breakfast,513.6,15.9,6.0,2.1,4.9,0.0,0.0,367.4,354.2,55.0,9.1,21.2,25.0,100.0,1674.6,0.6,2.2,
2019-07-28,Lunch,569.6,14.2,2.5,1.6,6.3,0.0,0.0,1175.7,721.7,44.1,13.1,14.6,65.4,47.0,194.0,5.5,5.1,
2019-07-28,Dinner,408.6,21.0,6.8,1.5,9.9,0.0,37.0,332.8,154.7,17.8,6.1,9.7,34.8,98.5,163.8,13.9,12.1,
2019-07-28,Snacks,761.6,24.9,11.8,1.5,6.4,0.0,71.7,336.5,452.8,123.6,5.9,79.8,10.6,31.2,5.8,68.5,50.6,
2019-07-29,Breakfast,324.1,13.6,5.6,0.4,0.6,0.0,330.0,428.4,563.0,10.2,1.7,2.2,40.1,108.0,1668.0,4.6,25.2,
2019-07-29,Lunch,470.1,10.7,3.6,1.0,1.6,0.0,124.0,839.5,1453.2,31.8,7.6,5.7,63.2,55.7,64.3,24.4,26.2,
2019-07-29,Dinner,334.1,21.0,3.4,0.6,5.0,0.0,0.0,40.5,0.0,6.1,3.9,6.0,28.0,45.5,128.1,11.9,9.8,
2019-07-29,Snacks,590.3,11.6,2.7,1.6,3.3,0.0,0.0,455.5,227.9,81.3,10.0,39.3,41.7,1.0,14.6,24.1,11.4,
2019-07-30,Breakfast,493.2,14.0,1.9,0.4,0.1,0.0,0.0,157.6,450.9,68.1,9.1,25.8,23.3,100.0,1669.2,17.9,2.3,
2019-07-30,Lunch,547.5,19.6,5.6,1.5,3.6,0.0,0.0,433.2,145.5,40.1,6.6,6.9,49.7,6.8,124.4,4.0,2.1,
2019-07-30,Dinner,477.8,13.5,5.7,0.9,4.9,0.0,37.0,309.8,988.0,51.0,8.8,23.9,36.1,53.0,173.7,3.7,8.1,
2019-07-30,Snacks,358.6,5.3,1.5,0.0,0.0,0.0,0.0,430.9,218.7,61.7,4.7,29.7,24.6,1.0,8.0,24.1,11.4,
2019-07-31,Breakfast,505.5,28.8,17.0,0.6,0.6,0.0,330.0,499.2,563.0,18.2,5.3,2.9,41.9,108.0,1668.0,4.6,25.2,
2019-07-31,Lunch,365.6,10.4,3.4,0.3,2.9,0.0,0.0,513.2,30.2,31.0,1.8,6.9,36.4,0.0,1.8,11.7,0.1,
2019-07-31,Dinner,373.1,3.2,1.2,0.1,0.0,0.0,0.0,43.1,1186.6,43.6,8.6,21.3,40.9,9.8,293.7,16.9,8.4,
2019-07-31,Snacks,462.9,8.0,1.5,0.2,0.2,0.0,0.0,150.9,218.7,75.4,8.8,29.8,29.0,1.0,8.0,24.1,11.4,
2019-08-01,Breakfast,350.1,18.2,7.8,0.9,3.0,0.0,348.5,574.5,640.4,15.2,2.8,3.3,30.9,134.5,1685.8,5.6,26.3,
2019-08-01,Lunch,409.1,8.0,2.2,0.7,1.6,0.0,124.0,838.7,1339.9,23.6,3.7,3.3,60.2,55.2,31.5,22.5,23.3,
2019-08-01,Dinner,475.7,16.7,4.0,1.9,4.0,0.0,0.0,437.5,189.9,39.5,7.7,6.4,38.7,6.8,124.4,4.6,3.2,
2019-08-01,Snacks,770.7,26.3,11.3,1.9,6.1,0.2,17.9,833.0,157.2,97.6,9.2,45.4,40.4,1.0,14.6,23.5,1.0,
2019-08-02,Breakfast,516.1,18.4,2.8,2.5,1.7,0.0,0.0,157.0,345.0,60.2,5.1,22.8,25.5,100.0,1669.0,17.9,2.2,
2019-08-02,Lunch,377.5,10.5,3.4,0.3,2.9,0.0,0.0,513.2,30.2,33.3,1.9,6.9,36.7,0.0,1.8,11.7,0.1,
2019-08-02,Dinner,1810.8,81.6,8.5,0.0,0.0,0.0,0.0,745.5,833.3,202.9,25.3,9.3,77.7,0.0,30.0,1.7,5.8,
2019-08-02,Snacks,707.9,18.3,7.7,1.6,4.8,0.0,35.8,256.0,414.3,100.2,9.4,67.5,35.7,16.6,14.2,46.8,31.5,
2019-08-03,Breakfast,365.6,14.2,5.9,0.4,0.6,0.0,330.0,428.4,563.0,10.5,1.7,2.5,48.6,108.0,1668.0,4.6,25.2,
2019-08-03,Lunch,530.6,13.7,2.5,1.3,6.3,0.0,0.0,1174.9,608.4,35.1,8.2,11.3,64.5,46.5,161.2,3.6,2.2,
2019-08-03,Dinner,391.7,6.6,2.0,1.2,2.0,0.0,0.0,129.5,833.3,35.9,2.5,3.2,32.5,0.0,30.0,1.7,5.8,
2019-08-03,Snacks,418.4,8.4,2.1,0.8,1.6,0.0,0.0,443.2,75.3,57.3,4.0,20.2,33.1,0.0,3.3,23.1,10.4,
2019-08-04,Breakfast,389.4,15.9,2.6,2.4,1.6,0.0,0.0,157.0,345.0,43.1,2.4,23.7,17.3,100.0,1669.0,17.9,2.2,
2019-08-04,Lunch,491.2,17.5,5.1,1.8,7.0,0.0,26.5,1385.6,78.4,52.4,5.4,6.7,30.4,48.8,165.9,3.8,9.2,
2019-08-04,Dinner,669.2,23.5,9.1,2.6,9.3,0.0,0.0,484.4,497.3,43.2,11.4,27.6,65.1,39.6,358.0,4.7,4.6,
2019-08-04,Snacks,182.6,3.5,0.5,0.0,0.0,0.0,0.0,430.9,70.7,40.7,1.4,13.5,3.2,0.0,0.0,23.1,10.4,
2019-08-05,Breakfast,310.5,10.8,3.9,0.0,0.0,0.0,330.0,385.0,218.0,10.3,1.7,2.3,42.7,108.0,1667.0,4.0,23.0,
2019-08-05,Lunch,377.5,10.5,3.4,0.3,2.9,0.0,0.0,513.2,30.2,33.3,1.9,6.9,36.7,0.0,1.8,11.7,0.1,
2019-08-05,Dinner,312.1,28.3,2.4,2.0,10.1,0.0,45.0,18.5,1134.5,11.8,4.2,7.7,34.5,80.3,413.6,4.0,9.2,
2019-08-05,Snacks,891.3,21.0,8.0,1.6,4.8,0.0,35.8,815.1,343.6,139.1,9.4,68.2,39.3,16.6,14.2,46.2,21.1,
2019-08-06,Breakfast,371.8,15.8,2.6,2.4,1.6,0.0,0.0,157.0,345.0,39.5,2.4,20.1,16.9,0.0,1669.0,17.9,2.2,
2019-08-06,Lunch,420.9,13.0,2.4,1.3,6.3,0.0,0.0,1198.0,829.6,21.2,6.4,12.0,56.2,54.9,264.8,6.4,4.3,
2019-08-06,Dinner,439.1,10.5,3.4,0.7,3.3,0.0,0.0,518.0,79.1,33.3,3.1,6.7,36.7,0.0,1.8,12.3,1.3,
2019-08-06,Snacks,620.3,12.0,2.7,1.6,3.3,0.0,0.0,455.5,227.9,90.9,10.0,39.3,42.4,1.0,14.6,24.1,11.4,
2019-08-07,Breakfast,530.8,28.6,16.7,0.7,0.7,0.0,330.0,546.4,563.0,22.3,7.7,3.9,43.3,108.0,1668.0,4.6,25.2,
2019-08-07,Lunch,401.9,4.6,1.2,0.0,0.0,0.0,0.0,0.1,0.0,48.6,7.6,16.7,38.7,0.0,108.0,0.0,0.0,
2019-08-07,Dinner,458.3,13.7,3.9,1.6,6.0,0.0,0.0,438.5,176.7,30.9,3.6,7.6,50.4,27.6,98.7,0.7,1.6,
2019-08-07,Snacks,721.3,26.4,11.5,1.9,6.1,0.2,17.9,973.9,79.9,79.2,6.9,31.4,40.4,0.0,6.6,23.1,10.4,
2019-08-08,Breakfast,375.6,13.6,5.6,0.7,0.7,0.0,330.0,546.4,563.0,20.5,7.7,4.5,39.6,108.0,1668.0,4.6,25.2,
2019-08-08,Lunch,492.7,22.5,5.1,0.8,1.7,0.0,45.0,23.9,790.2,51.2,5.9,15.5,48.2,9.4,213.6,4.8,6.1,
2019-08-08,Dinner,430.0,24.4,4.2,6.0,13.6,0.0,0.0,10.0,0.0,27.8,1.2,2.4,24.0,0.0,0.0,0.0,0.0,
2019-08-08,Snacks,692.8,20.3,7.3,2.4,6.5,0.0,35.8,268.3,270.9,103.4,8.8,56.1,23.9,15.6,9.5,45.8,30.5,
2019-08-09,Breakfast,435.5,12.8,3.4,0.3,0.0,0.0,0.0,162.0,345.0,44.1,1.9,24.5,35.2,100.0,1669.0,18.6,2.2,
2019-08-09,Lunch,491.2,17.5,5.1,1.8,7.0,0.0,26.5,1385.6,78.4,52.4,5.4,6.7,30.4,48.8,165.9,3.8,9.2,
2019-08-09,Dinner,458.3,13.7,3.9,1.6,6.0,0.0,0.0,438.5,176.7,30.9,3.6,7.6,50.4,27.6,98.7,0.7,1.6,
2019-08-09,Snacks,621.7,20.9,8.1,1.9,6.1,0.0,0.0,900.6,9.2,76.4,6.1,23.2,34.3,0.0,6.6,22.5,0.0,
2019-08-10,Breakfast,484.7,15.9,6.9,0.7,0.1,0.0,330.0,744.3,563.0,35.3,12.3,6.6,44.7,108.0,1668.0,4.6,25.2,
2019-08-12,Breakfast,475.2,24.8,14.1,0.6,0.1,0.0,330.0,565.1,563.0,21.8,7.7,3.9,38.2,108.0,1668.0,4.6,25.2,
2019-08-12,Lunch,456.6,9.3,2.5,0.7,1.6,0.0,124.0,844.3,727.8,24.2,5.4,2.4,69.0,63.6,105.1,23.6,19.6,
2019-08-12,Dinner,458.7,19.1,1.9,3.4,11.8,0.0,0.0,591.6,0.0,45.0,14.2,13.6,26.0,45.5,128.1,11.9,9.8,
2019-08-12,Snacks,534.9,9.4,1.7,0.2,0.2,0.0,0.0,480.9,218.7,86.0,9.2,34.6,30.1,1.0,8.0,31.6,11.4,
2019-08-13,Breakfast,333.8,10.7,1.7,0.3,0.0,0.0,0.0,144.8,457.0,42.6,6.0,23.6,14.5,0.0,1694.9,17.0,5.0,
2019-08-13,Lunch,535.1,25.9,4.5,6.0,13.6,0.0,0.0,313.1,221.2,48.5,3.4,4.0,27.6,8.4,103.6,2.8,2.1,
2019-08-13,Dinner,602.0,24.5,6.8,2.2,11.0,0.0,0.0,883.1,176.7,45.0,7.4,14.3,48.1,27.6,98.7,0.7,1.6,
2019-08-13,Snacks,517.1,8.9,2.2,1.6,3.3,0.0,0.0,24.6,157.2,59.8,8.6,25.8,39.9,1.0,14.6,1.0,1.0,
2019-08-14,Breakfast,439.8,14.4,5.9,0.6,0.1,0.0,330.0,612.6,563.0,25.0,8.3,5.1,49.0,108.0,1668.0,4.6,25.2,
2019-08-14,Lunch,526.7,17.3,4.0,1.8,3.6,0.0,0.0,434.0,258.8,50.8,11.6,9.9,39.9,7.3,157.2,5.9,5.0,
2019-08-14,Dinner,456.8,18.3,1.9,3.4,11.8,0.0,0.0,590.5,0.0,30.2,5.9,8.1,24.5,45.5,128.1,11.9,9.8,
2019-08-14,Snacks,535.3,11.0,1.7,1.6,3.3,0.0,0.0,505.5,227.9,93.3,10.0,41.8,21.6,1.0,14.6,31.6,11.4,
2019-08-15,Breakfast,462.1,22.5,12.7,0.5,0.0,0.0,330.0,568.9,563.0,23.9,7.1,3.7,38.3,108.0,1668.0,4.6,25.2,
2019-08-15,Lunch,573.8,14.9,2.7,1.6,6.3,0.0,0.0,1255.8,721.7,48.5,11.5,14.7,61.1,264.0,194.0,22.5,5.1,
2019-08-15,Dinner,256.0,13.8,2.5,0.0,0.0,0.0,0.0,33.0,316.0,3.1,2.5,1.6,28.5,12.0,148.0,4.0,3.0,
2019-08-15,Snacks,284.6,5.3,0.7,0.0,0.0,0.0,0.0,760.9,70.7,60.9,1.8,18.3,5.0,0.0,0.0,30.6,10.4,
2019-08-16,Breakfast,402.4,11.9,4.4,0.5,0.0,0.0,330.0,568.9,563.0,22.9,7.1,4.6,48.0,108.0,1668.0,4.6,25.2,
2019-08-16,Lunch,500.6,17.6,7.8,0.8,4.6,0.0,0.0,514.6,143.5,40.7,6.7,10.2,45.6,0.5,34.6,13.6,3.0,
2019-08-16,Dinner,374.4,13.5,4.1,1.6,6.0,0.0,0.0,471.5,492.7,14.3,6.1,9.2,46.1,39.6,246.7,4.7,4.6,
2019-08-16,Snacks,513.7,10.8,1.7,1.6,3.3,0.0,0.0,505.5,79.9,74.3,6.7,27.5,21.2,0.0,6.6,30.6,10.4,
2019-08-17,Breakfast,381.4,13.9,3.4,0.3,0.0,0.0,0.0,285.6,345.0,41.7,2.1,15.9,14.9,100.0,1668.0,11.9,2.2,
2019-08-17,Lunch,569.7,17.1,4.7,1.4,7.2,0.0,0.0,1175.2,608.4,34.3,8.0,11.3,68.0,46.5,161.2,3.6,2.2,
2019-08-17,Snacks,569.3,12.4,2.7,1.6,3.3,0.0,0.0,505.5,79.9,76.3,6.7,29.4,42.2,0.0,6.6,30.6,10.4,
2019-08-19,Breakfast,485.6,24.1,13.5,0.6,0.1,0.0,330.0,612.6,563.0,25.8,8.3,4.2,38.0,108.0,1668.0,4.6,25.2,
2019-08-19,Lunch,530.6,13.7,2.5,1.3,6.3,0.0,0.0,1174.9,608.4,35.1,8.2,11.3,64.5,46.5,161.2,3.6,2.2,
2019-08-19,Dinner,453.3,14.9,2.6,0.4,0.4,0.0,0.0,4.4,44.4,29.6,5.7,2.1,31.8,0.0,0.0,0.6,1.1,
2019-08-19,Snacks,635.7,13.0,2.9,1.9,3.3,0.0,0.0,546.6,502.2,93.0,9.2,43.6,42.7,1.0,15.6,31.6,3.2,
2019-08-20,Breakfast,382.9,13.7,3.3,0.3,0.0,0.0,0.0,286.0,457.0,43.0,6.2,15.3,15.2,0.0,1693.9,13.3,5.0,
2019-08-20,Lunch,413.6,13.8,5.6,0.4,3.8,0.0,0.0,513.5,30.2,31.4,1.8,6.9,40.6,0.0,1.8,11.7,0.1,
2019-08-20,Dinner,458.3,13.7,3.9,1.6,6.0,0.0,0.0,438.5,176.7,30.9,3.6,7.6,50.4,27.6,98.7,0.7,1.6,
2019-08-20,Snacks,241.4,4.0,0.4,0.0,0.0,0.0,0.0,480.0,0.0,42.8,0.6,17.8,3.1,0.0,0.0,30.0,0.0,
2019-08-21,Breakfast,377.6,11.3,4.2,0.6,0.1,0.0,330.0,592.5,563.0,24.7,8.3,4.8,40.7,108.0,1668.0,4.6,25.2,
2019-08-21,Lunch,495.5,14.9,6.1,0.9,4.9,0.0,37.0,372.4,154.7,48.5,6.9,17.9,38.8,270.0,143.7,19.0,2.3,
2019-08-21,Dinner,403.4,18.2,1.8,3.4,11.8,0.0,0.0,552.6,0.0,37.6,8.3,10.4,22.9,0.0,0.0,0.0,0.0,
2019-08-21,Snacks,626.1,12.5,1.9,1.6,3.3,0.0,0.0,924.6,9.2,95.7,6.5,28.0,23.3,0.0,6.6,30.0,0.0,
2019-08-22,Breakfast,437.8,20.5,7.8,0.5,2.3,0.0,0.0,132.0,345.0,42.7,1.8,21.6,18.9,101.0,1669.0,11.9,2.2,
2019-08-22,Lunch,453.1,16.0,9.6,0.4,3.4,0.0,0.0,47.5,833.3,30.5,4.1,2.6,49.0,214.1,170.0,9.9,12.4,
2019-08-22,Dinner,438.2,12.3,1.1,0.4,1.5,0.0,0.0,754.8,78.3,52.9,5.4,6.1,30.2,48.8,165.9,2.0,7.4,
2019-08-22,Snacks,263.0,4.2,0.4,0.0,0.0,0.0,0.0,480.0,148.0,61.8,3.9,32.1,3.5,1.0,8.0,31.0,1.0,
2019-08-23,Breakfast,448.2,21.6,12.0,0.5,0.0,0.0,330.0,568.9,563.0,23.7,7.1,3.7,37.0,108.0,1668.0,4.6,25.2,
2019-08-23,Lunch,530.6,13.7,2.5,1.3,6.3,0.0,0.0,1174.9,608.4,35.1,8.2,11.3,64.5,46.5,161.2,3.6,2.2,
2019-08-23,Dinner,649.3,28.3,11.3,1.7,11.6,0.0,37.0,592.4,988.0,54.2,6.8,11.0,44.5,53.0,65.7,3.7,8.1,
2019-08-23,Snacks,498.3,9.6,2.4,1.6,3.3,0.0,0.0,75.5,227.9,66.5,9.5,30.3,40.4,1.0,14.6,9.1,11.4,
2019-10-07,Breakfast,348.8,11.0,4.1,0.5,0.0,0.0,330.0,568.9,563.0,22.5,7.1,4.2,36.9,108.0,1668.0,4.6,25.2,
2019-10-07,Snacks,432.3,7.3,1.3,0.2,0.2,0.0,0.0,100.0,148.0,68.8,7.9,25.4,28.5,1.0,8.0,16.0,1.0,
2019-10-14,Breakfast,277.9,7.2,1.5,1.9,3.4,0.0,0.0,66.6,354.2,31.5,5.7,12.0,18.4,100.0,1674.6,0.6,2.2,
2019-10-14,Lunch,629.0,13.5,2.5,1.3,6.3,0.0,0.0,1181.3,608.4,61.9,12.1,11.6,60.9,46.5,161.2,3.6,2.2,
2019-10-14,Snacks,413.3,7.9,1.5,0.2,0.2,0.0,0.0,380.0,0.0,56.0,5.0,11.5,29.0,0.0,0.0,15.0,0.0,
2019-10-16,Breakfast,467.0,22.3,12.6,0.5,0.0,0.0,330.0,580.7,563.0,24.9,7.7,3.9,38.5,108.0,1668.0,4.6,25.2,
2019-10-16,Lunch,437.0,11.1,3.5,0.3,2.9,0.0,0.0,513.3,30.2,44.7,2.4,7.1,38.4,0.0,1.8,11.7,0.1,
2019-10-16,Dinner,394.1,17.9,2.1,3.3,10.9,0.0,0.0,40.5,0.0,30.1,5.3,7.9,23.8,45.5,128.1,11.9,9.8,
2019-10-16,Snacks,415.9,7.6,0.9,0.8,1.7,0.0,0.0,312.3,152.6,70.5,6.4,46.4,11.3,1.0,11.3,46.0,1.0,
2019-10-21,Breakfast,364.2,11.1,4.1,0.6,0.1,0.0,330.0,592.5,563.0,24.6,8.3,4.7,37.9,108.0,1668.0,4.6,25.2,
2019-10-21,Lunch,365.6,10.4,3.4,0.3,2.9,0.0,0.0,513.2,30.2,31.0,1.8,6.9,36.4,0.0,1.8,11.7,0.1,
2019-10-21,Dinner,434.4,6.6,2.5,0.1,2.6,0.0,0.0,1.3,0.0,28.0,5.5,27.3,31.2,0.0,108.0,0.0,0.0,
2019-10-21,Snacks,404.0,8.7,1.5,0.2,0.2,0.0,0.0,300.0,0.0,61.3,3.9,28.4,27.7,0.0,0.0,45.0,0.0,
2019-10-22,Breakfast,277.9,7.2,1.5,1.9,3.4,0.0,0.0,66.6,354.2,31.5,5.7,12.0,18.4,100.0,1674.6,0.6,2.2,
2019-10-22,Lunch,627.3,34.3,9.6,6.1,6.2,0.0,0.0,140.8,0.0,45.2,3.8,1.5,36.0,0.0,0.0,0.0,0.0,
2019-10-22,Dinner,365.5,10.4,3.4,0.7,3.3,0.0,0.0,517.5,74.6,31.0,2.9,6.7,36.4,0.0,1.8,12.3,1.2,
2019-10-22,Snacks,263.0,4.2,0.4,0.0,0.0,0.0,0.0,480.0,148.0,61.8,3.9,32.1,3.5,1.0,8.0,31.0,1.0,
2019-10-23,Breakfast,328.7,10.7,4.0,0.5,0.0,0.0,330.0,568.9,563.0,22.4,7.1,4.1,32.8,108.0,1668.0,4.6,25.2,
2019-10-23,Lunch,448.3,6.8,2.6,0.1,2.6,0.0,0.0,6.9,0.0,44.4,6.6,4.7,33.2,0.0,0.0,0.0,0.0,
2019-10-23,Dinner,421.5,13.1,8.0,0.4,2.8,0.0,0.0,18.0,926.0,38.9,3.8,2.7,38.9,0.0,27.0,2.0,10.0,
2019-10-23,Snacks,474.5,18.9,2.9,1.8,10.6,0.0,0.0,224.6,9.2,59.1,6.7,29.7,20.5,0.0,6.6,30.0,0.0,
